"Clay loam"||"107576170"|"109429764"
"Silty clay loam"||"107576171"|"109430598"
"Loam"||"107576172"|"109430042"
"Loam"||"107576173"|"109430596"
"Silty clay loam"||"107576174"|"109430040"
"Clay loam"||"107576175"|"109429885"
"Silty clay loam"||"107576176"|"109429883"
"Clay loam"||"107576177"|"109429881"
"Loam"||"107576178"|"109429879"
"Clay loam"||"107576179"|"109430038"
"Silty clay loam"||"107576180"|"109430595"
"Clay loam"||"107576181"|"109430037"
"Silty clay loam"||"107576182"|"109430593"
"Clay loam"||"107576183"|"109429763"
"Clay"||"107576184"|"109429761"
"Clay loam"||"107576185"|"109429759"
"Clay loam"||"107576186"|"109429756"
"Clay loam"||"107576218"|"109429871"
"Silty clay loam"||"107576219"|"109429869"
"Loam"||"107576220"|"109430586"
"Clay loam"||"107576221"|"109429749"
"Loam"||"107576222"|"109430031"
"Silty clay loam"||"107576223"|"109430585"
"Clay loam"||"107576224"|"109430029"
"Clay loam"||"107576225"|"109429753"
"Loam"||"107576226"|"109429751"
"Silty clay loam"||"107576227"|"109429755"
"Silty clay loam"||"107576228"|"109430027"
"Clay loam"||"107576229"|"109430583"
"Clay loam"||"107576230"|"109430025"
"Silty clay loam"||"107576231"|"109430581"
"Clay"||"107576232"|"109429868"
"Clay loam"||"107576233"|"109429866"
"Clay loam"||"107576234"|"109429864"
"Loam"||"107576235"|"109430591"
"Sandy clay loam"||"107576236"|"109430033"
"Clay loam"||"107576237"|"109429878"
"Clay loam"||"107576238"|"109429874"
"Sandy clay loam"||"107576239"|"109429876"
"Sandy clay loam"||"107576240"|"109430035"
"Clay loam"||"107576241"|"109430589"
"Clay loam"||"107576242"|"109430008"
"Sandy clay loam"||"107576243"|"109430639"
"Clay loam"||"107576244"|"109430091"
"Clay loam"||"107576245"|"109430094"
"Sandy clay loam"||"107576246"|"109430642"
"Clay loam"||"107576247"|"109429923"
"Sandy clay loam"||"107576248"|"109429925"
"Sandy clay loam"||"107576478"|"109430405"
"Loam"||"107576479"|"109431017"
"Clay loam"||"107576480"|"109430403"
"Clay loam"||"107576481"|"109430255"
"Clay loam"||"107576482"|"109430259"
"Silty clay loam"||"107576483"|"109430257"
"Loam"||"107576484"|"109431014"
"Loam"||"107576485"|"109430504"
"Sandy clay loam"||"107576486"|"109430506"
"Clay loam"||"107576487"|"109430502"
"Clay loam"||"107576488"|"109429538"
"Silty clay loam"||"107576489"|"109429670"
"Clay loam"||"107576490"|"109429668"
"Loam"||"107576491"|"109429666"
"Clay loam"||"107576492"|"109429403"
"Silty clay loam"||"107576493"|"109429251"
"Loam"||"107576494"|"109429542"
"Loam"||"107576495"|"109429249"
"Clay loam"||"107576496"|"109429672"
"Silty clay loam"||"107576497"|"109429540"
"Sandy clay loam"||"107576498"|"109429246"
"Loam"||"107576499"|"109429535"
"Clay loam"||"107576500"|"109429244"
"Clay loam"||"107576501"|"109429396"
"Sandy clay loam"||"107576502"|"109429400"
"Loam"||"107576503"|"109429398"
"Sandy clay loam"||"107576504"|"109429394"
"Loam"||"107576505"|"109429533"
"Clay loam"||"107576506"|"109429242"
"Clay loam"||"107576507"|"109429240"
"Clay loam"||"107576508"|"109429405"
"Clay loam"||"107576509"|"109429673"
"Silty clay"||"107576510"|"109429254"
"Clay"||"107576511"|"109429545"
"Clay loam"||"107576512"|"109429253"
"Clay"||"107576513"|"109429712"
"Silty clay"||"107576514"|"109429544"
"Silty clay"||"107576515"|"109429710"
"Clay"||"107576516"|"109429708"
"Clay"||"107576539"|"109430527"
"Clay"||"107576540"|"109430525"
"Clay"||"107576541"|"109430789"
"Clay"||"107576542"|"109431028"
"Clay"||"107576543"|"109430792"
"Silty clay"||"107576544"|"109430701"
"Clay loam"||"107576545"|"109430794"
"Silty clay"||"107576546"|"109431033"
"Clay"||"107576547"|"109430709"
"Clay loam"||"107576548"|"109430707"
"Silty clay"||"107576549"|"109430705"
"Clay"||"107576550"|"109430703"
"Clay loam"||"107576551"|"109431031"
"Clay"||"107576552"|"109430471"
"Clay"||"107576553"|"109430472"
"Clay"||"107576554"|"109430468"
"Clay loam"||"107576555"|"109430562"
"Clay"||"107576556"|"109430474"
"Clay"||"107576557"|"109431034"
"Clay"||"107576558"|"109430532"
"Clay"||"107576559"|"109430530"
"Clay"||"107576560"|"109430796"
"Clay"||"107576577"|"109431039"
"Clay"||"107576578"|"109430713"
"Clay"||"107576579"|"109430711"
"Clay"||"107576580"|"109430715"
"Clay"||"107576581"|"109429476"
"Clay"||"107576582"|"109429315"
"Clay"||"107576583"|"109429177"
"Clay"||"107576584"|"109429317"
"Clay"||"107576585"|"109430534"
"Clay"||"107576586"|"109430536"
"Clay"||"107576587"|"109431037"
"Silty clay"||"107576588"|"109430800"
"Clay"||"107576589"|"109430798"
"Clay"||"107576590"|"109430801"
"Clay"||"107576591"|"109431040"
