"Ustic"|"18332047"|"7018941"
"Ustic"|"18332048"|"7018937"
"Ustic"|"18332049"|"7018939"
"Ustic"|"18332050"|"7018940"
"Ustic"|"18332051"|"7018938"
"Ustic"|"18332076"|"7018893"
"Ustic"|"18332077"|"7018762"
"Ustic"|"18332078"|"7018891"
"Ustic"|"18332079"|"7018895"
"Ustic"|"18332084"|"7018764"
"Ustic"|"18332085"|"7018787"
"Ustic"|"18332086"|"7018898"
"Ustic"|"18332087"|"7018785"
"Ustic"|"18332096"|"7018748"
"Ustic"|"18332097"|"7018806"
"Ustic"|"18332098"|"7018808"
"Ustic"|"18332099"|"7018807"
"Ustic"|"18332100"|"7018853"
"Ustic"|"18332101"|"7018788"
"Ustic"|"18332102"|"7018749"
"Ustic"|"18332103"|"7018789"
"Ustic"|"18332104"|"7018750"
"Ustic"|"18332105"|"7018852"
"Ustic"|"18332106"|"7018883"
"Ustic"|"18332107"|"7018851"
"Ustic"|"18332112"|"7018777"
"Ustic"|"18332113"|"7018752"
"Ustic"|"18332114"|"7018781"
"Ustic"|"18332115"|"7018779"
"Ustic"|"18332117"|"7018862"
"Ustic"|"18332118"|"7018861"
"Aridic (torric)"|"18332119"|"7018771"
"Ustic"|"18332300"|"7018772"
"Ustic"|"18332301"|"7018727"
"Ustic"|"18332305"|"7018729"
"Ustic"|"18332306"|"7018728"
"Ustic"|"18332307"|"7018730"
"Ustic"|"18332308"|"7018731"
"Ustic"|"18332313"|"7018755"
"Ustic"|"18332314"|"7018978"
"Ustic"|"18332315"|"7018976"
"Ustic"|"18332316"|"7018974"
"Ustic"|"18332321"|"7018970"
"Ustic"|"18332322"|"7018968"
"Ustic"|"18332323"|"7018972"
"Ustic"|"18332324"|"7018757"
"Ustic"|"18332359"|"7018774"
"Ustic"|"18332360"|"7018841"
"Ustic"|"18332361"|"7018839"
"Ustic"|"18332362"|"7018843"
"Ustic"|"18332367"|"7018810"
"Ustic"|"18332368"|"7018812"
"Ustic"|"18332369"|"7018768"
"Ustic"|"18332370"|"7018814"
"Ustic"|"18332377"|"7018818"
"Ustic"|"18332378"|"7018760"
"Aquic"|"18332379"|"7018816"
"Aquic"|"18332381"|"7018923"
"Ustic"|"18332382"|"7018924"
"Ustic"|"18332383"|"7018925"
"Ustic"|"18332384"|"7018753"
"Ustic"|"18332390"|"7019002"
"Ustic"|"18332391"|"7019006"
"Ustic"|"18332392"|"7019004"
"Ustic"|"18332393"|"7018962"
"Ustic"|"18332406"|"7018882"
"Ustic"|"18332407"|"7018770"
"Ustic"|"18332408"|"7018857"
"Ustic"|"18332409"|"7018855"
"Ustic"|"18332431"|"7018955"
"Ustic"|"18332432"|"7018858"
"Aridic (torric)"|"18332433"|"7018860"
"Ustic"|"18332434"|"7018859"
"Ustic"|"18332435"|"7018956"
"Aridic (torric)"|"18332436"|"7018958"
"Ustic"|"18332437"|"7018957"
"Ustic"|"18332438"|"7018959"
"Ustic"|"18332439"|"7018819"
"Ustic"|"18332440"|"7018846"
"Ustic"|"18332441"|"7018845"
"Ustic"|"18332442"|"7018844"
"Ustic"|"18332443"|"7018996"
"Ustic"|"18332444"|"7018997"
"Ustic"|"18332445"|"7018964"
"Ustic"|"18332446"|"7018963"
"Ustic"|"18332447"|"7018822"
"Ustic"|"18332448"|"7018823"
"Ustic"|"18332449"|"7018821"
"Ustic"|"18332450"|"7018820"
"Ustic"|"18332451"|"7018824"
"Ustic"|"18332452"|"7018827"
"Ustic"|"18332453"|"7018826"
"Ustic"|"18332454"|"7018825"
"Ustic"|"18332455"|"7018830"
"Ustic"|"18332456"|"7018828"
"Ustic"|"18332457"|"7018829"
"Ustic"|"18332458"|"7018831"
"Ustic"|"18332459"|"7018994"
"Ustic"|"18332460"|"7018993"
"Ustic"|"18332461"|"7018896"
"Ustic"|"18332462"|"7018995"
"Ustic"|"18332463"|"7018847"
"Ustic"|"18332464"|"7018848"
"Ustic"|"18332465"|"7018850"
"Ustic"|"18332466"|"7018849"
"Aquic"|"18332495"|"7018775"
"Ustic"|"18332496"|"7018782"
"Ustic"|"18332498"|"7018783"
