"k"|"53650635"|"21465622"
"p"|"53650636"|"21466052"
"w"|"53650637"|"21465950"
"k"|"53650638"|"21466050"
"k"|"53650639"|"21466245"
"w"|"53650659"|"21465699"
"k"|"53650661"|"21465701"
"k"|"53650662"|"21465700"
"w"|"53650664"|"21465623"
"k"|"53650665"|"21465624"
"k"|"53650666"|"21465769"
"kk"|"53650668"|"21465462"
"kk"|"53650669"|"21465463"
"kk"|"53650670"|"21465464"
"k"|"53650672"|"21465317"
"kk"|"53650673"|"21465770"
"kk"|"53650674"|"21466240"
"w"|"53650676"|"21465828"
"k"|"53650677"|"21465380"
"k"|"53650678"|"21465829"
"kk"|"53650679"|"21465382"
"kk"|"53650681"|"21465381"
"kk"|"53650682"|"21465830"
"k"|"53650683"|"21465518"
"kk"|"53650684"|"21465519"
"kk"|"53650686"|"21465520"
"k"|"53650687"|"21465703"
"k"|"53650688"|"21465702"
"w"|"53650689"|"21465831"
"p"|"53650691"|"21465467"
"t"|"53650692"|"21465468"
"k"|"53650693"|"21465469"
"t"|"53650693"|"21465470"
"k"|"53650694"|"21465319"
"t"|"53650694"|"21465320"
"p"|"53650695"|"21465329"
"k"|"53650696"|"21465782"
"t"|"53650696"|"21465783"
"t"|"53650697"|"21465634"
"t"|"53650698"|"21465780"
"k"|"53650698"|"21465781"
"p"|"53650699"|"21465779"
"t"|"53650700"|"21465629"
"k"|"53650701"|"21465630"
"t"|"53650701"|"21465631"
"kk"|"53650702"|"21465632"
"t"|"53650702"|"21465633"
"p"|"53650703"|"21465328"
"t"|"53650704"|"21465477"
"t"|"53650705"|"21465777"
"kk"|"53650705"|"21465778"
"t"|"53650706"|"21465326"
"k"|"53650706"|"21465327"
"p"|"53650707"|"21465900"
"t"|"53650708"|"21466097"
"k"|"53650709"|"21466098"
"t"|"53650709"|"21466099"
"kk"|"53650710"|"21466100"
"t"|"53650710"|"21466101"
"p"|"53650711"|"21466202"
"w"|"53650712"|"21465901"
"k"|"53650713"|"21466023"
"kk"|"53650714"|"21466024"
"p"|"53650715"|"21465660"
"t"|"53650716"|"21465661"
"k"|"53650717"|"21465798"
"t"|"53650717"|"21465799"
"k"|"53650718"|"21465344"
"t"|"53650718"|"21465345"
"p"|"53650719"|"21465343"
"t"|"53650720"|"21465797"
"t"|"53650721"|"21465658"
"kk"|"53650721"|"21465659"
"t"|"53650722"|"21465656"
"k"|"53650722"|"21465657"
"p"|"53650723"|"21466055"
"kk"|"53650724"|"21465324"
"t"|"53650724"|"21465325"
"k"|"53650725"|"21465775"
"t"|"53650725"|"21465776"
"t"|"53650726"|"21465323"
"t"|"53650727"|"21465628"
"p"|"53650728"|"21465627"
"kk"|"53650729"|"21465723"
"t"|"53650729"|"21465724"
"k"|"53650730"|"21465725"
"t"|"53650730"|"21465726"
"m"|"53650731"|"21465473"
"kk"|"53650731"|"21465474"
"p"|"53650732"|"21465471"
"t"|"53650733"|"21465472"
"k"|"53650734"|"21465475"
"t"|"53650734"|"21465476"
"t"|"53650735"|"21465772"
"t"|"53650736"|"21465773"
"kk"|"53650736"|"21465774"
"t"|"53650737"|"21465321"
"k"|"53650737"|"21465322"
"p"|"53650738"|"21465958"
"p"|"53650739"|"21465394"
"t"|"53650740"|"21465849"
"t"|"53650741"|"21465850"
"kk"|"53650741"|"21465851"
"t"|"53650742"|"21465395"
"k"|"53650742"|"21465396"
"p"|"53650743"|"21465854"
"t"|"53650744"|"21465727"
"kk"|"53650745"|"21465728"
"t"|"53650745"|"21465729"
"k"|"53650746"|"21465730"
"t"|"53650746"|"21465731"
"t"|"53650747"|"21465397"
"k"|"53650748"|"21465852"
"t"|"53650748"|"21465853"
"kk"|"53650749"|"21465398"
"t"|"53650749"|"21465399"
"p"|"53650750"|"21465547"
"p"|"53650751"|"21465541"
"t"|"53650752"|"21465542"
"m"|"53650753"|"21465543"
"kk"|"53650753"|"21465544"
"k"|"53650754"|"21465545"
"t"|"53650754"|"21465546"
"k"|"53650755"|"21465858"
"t"|"53650755"|"21465859"
"t"|"53650756"|"21465404"
"kk"|"53650756"|"21465405"
"p"|"53650757"|"21465553"
"t"|"53650758"|"21465403"
"p"|"53650759"|"21465732"
"t"|"53650760"|"21465855"
"t"|"53650761"|"21465856"
"kk"|"53650761"|"21465857"
"t"|"53650762"|"21465400"
"k"|"53650762"|"21465401"
"p"|"53650763"|"21465402"
"t"|"53650764"|"21465548"
"kk"|"53650765"|"21465549"
"t"|"53650765"|"21465550"
"t"|"53650766"|"21465551"
"k"|"53650766"|"21465552"
"p"|"53650767"|"21465860"
"k"|"53650768"|"21465406"
"t"|"53650768"|"21465407"
"kk"|"53650769"|"21465733"
"t"|"53650769"|"21465734"
"k"|"53650770"|"21465735"
"t"|"53650770"|"21465736"
"p"|"53650771"|"21466096"
"t"|"53650772"|"21465895"
"k"|"53650773"|"21466197"
"t"|"53650773"|"21466198"
"kk"|"53650774"|"21465896"
"t"|"53650774"|"21465897"
"p"|"53650775"|"21465894"
"t"|"53650776"|"21466091"
"t"|"53650777"|"21466092"
"k"|"53650777"|"21466093"
"k"|"53650778"|"21466094"
"t"|"53650778"|"21466095"
"p"|"53650779"|"21466065"
"t"|"53650780"|"21466066"
"k"|"53650781"|"21466257"
"t"|"53650781"|"21466258"
"k"|"53650782"|"21465970"
"t"|"53650782"|"21465971"
"t"|"53650783"|"21466199"
"p"|"53650784"|"21466022"
"t"|"53650785"|"21465898"
"k"|"53650785"|"21465899"
"t"|"53650786"|"21466200"
"kk"|"53650786"|"21466201"
"p"|"53650787"|"21465784"
"k"|"53650788"|"21465785"
"w"|"53650789"|"21465330"
"w"|"53650791"|"21465635"
"k"|"53650792"|"21465636"
"k"|"53650793"|"21465637"
"kk"|"53650795"|"21465478"
"k"|"53650796"|"21465479"
"t"|"53650796"|"21465480"
"k"|"53650797"|"21465481"
"t"|"53650797"|"21465482"
"w"|"53650798"|"21465332"
"w"|"53650800"|"21465331"
"w"|"53650801"|"21465786"
"ss"|"53650830"|"21466225"
"ss"|"53650831"|"21465928"
"ss"|"53650832"|"21466147"
"k"|"53650832"|"21466148"
"ss"|"53650834"|"21465937"
"ss"|"53650835"|"21466232"
"w"|"53650837"|"21466149"
"ss"|"53650838"|"21466150"
"ss"|"53650839"|"21466233"
"k"|"53650839"|"21466234"
